,Tag,Product Type,Product/Title,Plot/Notes,,
17114,Technology Corporate,Technology,"Okidata Printer, White",Corporate,,
759,Furniture Consumer,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,,
955,Furniture Consumer,Furniture,"Hon Bag Chairs, Set of Two",Consumer,,
2098,Furniture Home Office,Furniture,"Bush Classic Bookcase, Metal",Home Office,,
6705,Furniture Home Office,Furniture,Westinghouse Clip-On Gooseneck Lamps,Home Office,,
14626,Technology Consumer,Technology,"Okidata Printer, Wireless",Consumer,,
4017,Furniture Consumer,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Consumer,,
18029,Technology Corporate,Technology,"Memorex Router, Erganomic",Corporate,,
22124,Technology Consumer,Technology,"Enermax Keyboard, Programmable",Consumer,,
18501,Technology Consumer,Technology,"Epson Calculator, Red",Consumer,,
17184,Technology Corporate,Technology,"Nokia Speaker Phone, Full Size",Corporate,,
2475,Furniture Consumer,Furniture,Tenex Antistatic Computer Chair Mats,Consumer,,
6645,Furniture Consumer,Furniture,"SAFCO Chairmat, Black",Consumer,,
15684,Technology Home Office,Technology,Micro Innovations Wireless Classic Keyboard with Mouse,Home Office,,
2487,Furniture Corporate,Furniture,"Hon Chairmat, Red",Corporate,,
5447,Furniture Consumer,Furniture,"Eldon Light Bulb, Durable",Consumer,,
7008,Furniture Consumer,Furniture,"Sauder Stackable Bookrack, Pine",Consumer,,
20256,Technology Home Office,Technology,"HP Personal Copier, Digital",Home Office,,
11143,Office Supplies Corporate,Office Supplies,"Elite Shears, Steel",Corporate,,
17725,Technology Consumer,Technology,Logitech P710e Mobile Speakerphone,Consumer,,
10928,Office Supplies Corporate,Office Supplies,"Fiskars Trimmer, Steel",Corporate,,
3114,Furniture Consumer,Furniture,"Advantus Photo Frame, Duo Pack",Consumer,,
7486,Furniture Corporate,Furniture,Tensor Computer Mounted Lamp,Corporate,,
1505,Furniture Consumer,Furniture,"Advantus Frame, Durable",Consumer,,
20664,Technology Consumer,Technology,Kingston Digital DataTraveler 32GB USB 2.0,Consumer,,
12619,Technology Home Office,Technology,"Enermax Keyboard, USB",Home Office,,
218,Film TV promo.,Film,Hulk,TV promo.,,
11472,Office Supplies Corporate,Office Supplies,"Boston Pencil Sharpener, Water Color",Corporate,,
7181,Furniture Home Office,Furniture,GuestStacker Chair with Chrome Finish Legs,Home Office,,
6060,Furniture Consumer,Furniture,"Harbour Creations Swivel Stool, Black",Consumer,,
21048,Technology Consumer,Technology,"Logitech Router, Bluetooth",Consumer,,
8929,Furniture Consumer,Furniture,"Tenex Clock, Durable",Consumer,,
2667,Furniture Consumer,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",Consumer,,
13552,Technology Corporate,Technology,Maxell 4.7GB DVD-R 5/Pack,Corporate,,
7391,Furniture Corporate,Furniture,"Rubbermaid Stacking Tray, Black",Corporate,,
12638,Technology Corporate,Technology,"Enermax Memory Card, Erganomic",Corporate,,
10084,Furniture Home Office,Furniture,"Office Star Bag Chairs, Black",Home Office,,
6774,Furniture Consumer,Furniture,"Bush Stackable Bookrack, Pine",Consumer,,
14357,Technology Consumer,Technology,"Canon Personal Copier, Color",Consumer,,
15925,Technology Consumer,Technology,Logitech K350 2.4Ghz Wireless Keyboard,Consumer,,
22050,Technology Consumer,Technology,"Motorola Signal Booster, Full Size",Consumer,,
9296,Furniture Consumer,Furniture,Bevis 36 x 72 Conference Tables,Consumer,,
2999,Furniture Consumer,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",Consumer,,
6590,Furniture Consumer,Furniture,3M Polarizing Light Filter Sleeves,Consumer,,
3112,Furniture Consumer,Furniture,"Novimex Bag Chairs, Adjustable",Consumer,,
5901,Furniture Consumer,Furniture,"Ikea Stackable Bookrack, Mobile",Consumer,,
16746,Technology Consumer,Technology,"Memorex Router, Bluetooth",Consumer,,
10093,Furniture Consumer,Furniture,"Dania Corner Shelving, Metal",Consumer,,
674,Furniture Consumer,Furniture,"Deflect-O Stacking Tray, Erganomic",Consumer,,
82,Car,Car,"Ford""The One""",A Ford GT is shown driven a speed on a racetrack.,,
19688,Technology Consumer,Technology,"Canon Ink, Laser",Consumer,,
20137,Technology Consumer,Technology,"Cisco Smart Phone, with Caller ID",Consumer,,
18159,Technology Corporate,Technology,"Logitech Memory Card, Bluetooth",Corporate,,
16669,Technology Consumer,Technology,"Epson Receipt Printer, Wireless",Consumer,,
13530,Technology Consumer,Technology,"Samsung Speaker Phone, with Caller ID",Consumer,,
13976,Technology Consumer,Technology,"Brother Copy Machine, Color",Consumer,,
11820,Office Supplies Home Office,Office Supplies,"Eldon File Cart, Single Width",Home Office,,
13095,Technology Corporate,Technology,"Motorola Headset, Full Size",Corporate,,
9862,Furniture Consumer,Furniture,"Office Star Rocking Chair, Set of Two",Consumer,,
21595,Technology Consumer,Technology,"Hewlett Ink, Laser",Consumer,,
4758,Furniture Consumer,Furniture,"Harbour Creations Steel Folding Chair, Adjustable",Consumer,,
9887,Furniture Home Office,Furniture,"Harbour Creations Chairmat, Adjustable",Home Office,,
13277,Technology Consumer,Technology,iOttie HLCRIO102 Car Mount,Consumer,,
15229,Technology Corporate,Technology,Samsung Galaxy S4 Active,Corporate,,
4,Alcohol,Alcohol,"Budweiser """"""Wind Never Felt Better""""""","A dalmatian rides a cart pulled by the Clydesdales through a wind farm at Tejon Ranch, promoting the brand's commitment to using renewable energy in its production process.[185][186]",,
14769,Technology Corporate,Technology,"StarTech Card Printer, White",Corporate,,
7364,Furniture Consumer,Furniture,"Ikea Stackable Bookrack, Metal",Consumer,,
4139,Furniture Consumer,Furniture,KI Adjustable-Height Table,Consumer,,
10287,Office Supplies Home Office,Office Supplies,"Kraft Peel and Seal, Recycled",Home Office,,
17377,Technology Corporate,Technology,Mitel 5320 IP Phone VoIP phone,Corporate,,
14602,Technology Corporate,Technology,"Sharp Personal Copier, Color",Corporate,,
8540,Furniture Corporate,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",Corporate,,
16815,Technology Corporate,Technology,"Brother Wireless Fax, Laser",Corporate,,
14902,Technology Consumer,Technology,"Logitech Numeric Keypad, Programmable",Consumer,,
10337,Office Supplies Consumer,Office Supplies,"Avery Binder Covers, Recycled",Consumer,,
7785,Furniture Consumer,Furniture,High-Back Leather Manager's Chair,Consumer,,
16956,Technology Consumer,Technology,"Sharp Ink, Laser",Consumer,,
21050,Technology Corporate,Technology,"StarTech Phone, Wireless",Corporate,,
4679,Furniture Corporate,Furniture,"Lesro Conference Table, Adjustable Height",Corporate,,
8017,Furniture Consumer,Furniture,"Safco 3-Shelf Cabinet, Traditional",Consumer,,
1370,Furniture Consumer,Furniture,"Hon Training Table, Adjustable Height",Consumer,,
18065,Technology Consumer,Technology,"Cisco Audio Dock, Cordless",Consumer,,
14102,Technology Corporate,Technology,"Epson Card Printer, Wireless",Corporate,,
9735,Furniture Corporate,Furniture,"Bush 3-Shelf Cabinet, Traditional",Corporate,,
14806,Technology Corporate,Technology,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Corporate,,
9021,Furniture Consumer,Furniture,"SAFCO Bag Chairs, Set of Two",Consumer,,
8061,Furniture Home Office,Furniture,"Office Star Chairmat, Adjustable",Home Office,,
1647,Furniture Home Office,Furniture,"Harbour Creations Bag Chairs, Adjustable",Home Office,,
10970,Office Supplies Home Office,Office Supplies,Fellowes Black Plastic Comb Bindings,Home Office,,
2247,Furniture Consumer,Furniture,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Consumer,,
19125,Technology Home Office,Technology,"Brother Personal Copier, Laser",Home Office,,
16559,Technology Consumer,Technology,"Enermax Mouse, USB",Consumer,,
8887,Furniture Consumer,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Consumer,,
15078,Technology Corporate,Technology,Memorex Micro Travel Drive 32 GB,Corporate,,
18952,Technology Consumer,Technology,"Okidata Card Printer, Wireless",Consumer,,
4099,Furniture Corporate,Furniture,"Sauder Floating Shelf Set, Metal",Corporate,,
8476,Furniture Consumer,Furniture,"Deflect-O Frame, Black",Consumer,,
1697,Furniture Corporate,Furniture,"Hon Bag Chairs, Adjustable",Corporate,,
11646,Office Supplies Home Office,Office Supplies,"GlobeWeis Interoffice Envelope, with clear poly window",Home Office,,
20948,Technology Home Office,Technology,"Canon Wireless Fax, Laser",Home Office,,
17070,Technology Consumer,Technology,"Epson Receipt Printer, Red",Consumer,,
10670,Office Supplies Corporate,Office Supplies,Belkin 8 Outlet Surge Protector,Corporate,,
9150,Furniture Consumer,Furniture,"Hon Swivel Stool, Black",Consumer,,
4494,Furniture Consumer,Furniture,"Hon Swivel Stool, Black",Consumer,,
13383,Technology Home Office,Technology,"Enermax Keyboard, Erganomic",Home Office,,
11022,Office Supplies Corporate,Office Supplies,"Fiskars Ruler, Serrated",Corporate,,
12102,Technology Consumer,Technology,"Apple Headset, Full Size",Consumer,,
18676,Technology Corporate,Technology,"Panasonic Calculator, Durable",Corporate,,
9850,Furniture Home Office,Furniture,"Harbour Creations Chairmat, Set of Two",Home Office,,
13989,Technology Home Office,Technology,"Memorex Flash Drive, Programmable",Home Office,,
11456,Office Supplies Corporate,Office Supplies,"BIC Pencil Sharpener, Water Color",Corporate,,
6380,Furniture Corporate,Furniture,"Advantus Photo Frame, Erganomic",Corporate,,
2347,Furniture Home Office,Furniture,"Rubbermaid Door Stop, Duo Pack",Home Office,,
3954,Furniture Consumer,Furniture,"Office Star Executive Leather Armchair, Red",Consumer,,
11440,Office Supplies Corporate,Office Supplies,"Cameo Mailers, Set of 50",Corporate,,
16212,Technology Home Office,Technology,"Hewlett Fax and Copier, Digital",Home Office,,
19777,Technology Corporate,Technology,Kingston Digital DataTraveler 16GB USB 2.0,Corporate,,
6335,Furniture Consumer,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,,
8248,Furniture Home Office,Furniture,"Bush Corner Shelving, Metal",Home Office,,
3653,Furniture Home Office,Furniture,"Sauder Library with Doors, Traditional",Home Office,,
14652,Technology Consumer,Technology,"Sharp Copy Machine, Laser",Consumer,,
6135,Furniture Consumer,Furniture,"Barricks Training Table, Rectangular",Consumer,,
8063,Furniture Corporate,Furniture,"Bush Classic Bookcase, Traditional",Corporate,,
4788,Furniture Consumer,Furniture,"SAFCO Rocking Chair, Set of Two",Consumer,,
4524,Furniture Consumer,Furniture,Advantus Panel Wall Acrylic Frame,Consumer,,
5161,Furniture Consumer,Furniture,"SAFCO Chairmat, Red",Consumer,,
20352,Technology Consumer,Technology,"Epson Printer, Red",Consumer,,
12470,Technology Consumer,Technology,"Okidata Inkjet, Wireless",Consumer,,
7474,Furniture Consumer,Furniture,"Safco Floating Shelf Set, Pine",Consumer,,
16979,Technology Consumer,Technology,"Logitech Memory Card, Bluetooth",Consumer,,
3091,Furniture Consumer,Furniture,"Dania Library with Doors, Traditional",Consumer,,
422,Furniture Consumer,Furniture,"Office Star Bag Chairs, Set of Two",Consumer,,
3473,Furniture Corporate,Furniture,"Ikea Floating Shelf Set, Pine",Corporate,,
9727,Furniture Corporate,Furniture,"Sauder 3-Shelf Cabinet, Pine",Corporate,,
20852,Technology Consumer,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,,
16591,Technology Corporate,Technology,"Brother Ink, Laser",Corporate,,
4779,Furniture Home Office,Furniture,"Harbour Creations Steel Folding Chair, Set of Two",Home Office,,
12188,Technology Home Office,Technology,"Belkin Numeric Keypad, Bluetooth",Home Office,,
14062,Technology Consumer,Technology,"Motorola Audio Dock, Full Size",Consumer,,
20439,Technology Home Office,Technology,"Epson Receipt Printer, Wireless",Home Office,,
11505,Office Supplies Corporate,Office Supplies,"Rogers Lockers, Single Width",Corporate,,
5516,Furniture Corporate,Furniture,"Harbour Creations Chairmat, Adjustable",Corporate,,
18021,Technology Corporate,Technology,"SanDisk Numeric Keypad, USB",Corporate,,
14368,Technology Corporate,Technology,"Memorex Keyboard, Erganomic",Corporate,,
13986,Technology Consumer,Technology,"Motorola Headset, VoIP",Consumer,,
1961,Furniture Consumer,Furniture,Hon Rectangular Conference Tables,Consumer,,
5584,Furniture Consumer,Furniture,"SAFCO Rocking Chair, Black",Consumer,,
15710,Technology Consumer,Technology,"Konica Inkjet, Wireless",Consumer,,
12239,Technology Home Office,Technology,"Belkin Memory Card, Bluetooth",Home Office,,
13459,Technology Consumer,Technology,"Cisco Office Telephone, Full Size",Consumer,,
14562,Technology Consumer,Technology,"Canon Wireless Fax, Digital",Consumer,,
1941,Furniture Consumer,Furniture,"SAFCO Steel Folding Chair, Set of Two",Consumer,,
5824,Furniture Home Office,Furniture,"Rubbermaid Frame, Black",Home Office,,
4474,Furniture Corporate,Furniture,"Harbour Creations Bag Chairs, Red",Corporate,,
1465,Furniture Consumer,Furniture,"Safco Floating Shelf Set, Traditional",Consumer,,
9462,Furniture Consumer,Furniture,"Dania 3-Shelf Cabinet, Traditional",Consumer,,
7128,Furniture Consumer,Furniture,"Hon Executive Leather Armchair, Red",Consumer,,
7658,Furniture Corporate,Furniture,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Corporate,,
15002,Technology Corporate,Technology,"SanDisk Keyboard, Erganomic",Corporate,,
12481,Technology Consumer,Technology,Hewlett Packard LaserJet 3310 Copier,Consumer,,
10628,Office Supplies Corporate,Office Supplies,"GlobeWeis Peel and Seal, with clear poly window",Corporate,,
10856,Office Supplies Home Office,Office Supplies,"Kleencut Ruler, Easy Grip",Home Office,,
10510,Office Supplies Consumer,Office Supplies,"BIC Sketch Pad, Easy-Erase",Consumer,,
8838,Furniture Consumer,Furniture,"Eldon Stacking Tray, Erganomic",Consumer,,
5887,Furniture Corporate,Furniture,"Harbour Creations Chairmat, Set of Two",Corporate,,
5292,Furniture Corporate,Furniture,"Bush Floating Shelf Set, Traditional",Corporate,,
8680,Furniture Consumer,Furniture,"Rubbermaid Clock, Erganomic",Consumer,,
18095,Technology Consumer,Technology,"Cisco Smart Phone, with Caller ID",Consumer,,
18039,Technology Consumer,Technology,"Epson Calculator, Red",Consumer,,
18718,Technology Consumer,Technology,"Motorola Speaker Phone, VoIP",Consumer,,
22199,Technology Consumer,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Consumer,,
17972,Technology Consumer,Technology,"Brother Wireless Fax, Color",Consumer,,
17827,Technology Consumer,Technology,"Canon Fax Machine, Laser",Consumer,,
18982,Technology Consumer,Technology,"Epson Receipt Printer, White",Consumer,,
12319,Technology Consumer,Technology,"Canon Ink, Digital",Consumer,,
9964,Furniture Consumer,Furniture,"Hon Steel Folding Chair, Set of Two",Consumer,,
16574,Technology Consumer,Technology,"Konica Inkjet, White",Consumer,,
3335,Furniture Corporate,Furniture,KI Conference Tables,Corporate,,
813,Furniture Consumer,Furniture,"Dania Floating Shelf Set, Metal",Consumer,,
15205,Technology Home Office,Technology,"Memorex Keyboard, Programmable",Home Office,,
18621,Technology Corporate,Technology,"Motorola Smart Phone, with Caller ID",Corporate,,
16391,Technology Consumer,Technology,"SanDisk Numeric Keypad, Bluetooth",Consumer,,
11720,Office Supplies Consumer,Office Supplies,Staples,Consumer,,
20229,Technology Consumer,Technology,"Samsung Office Telephone, Full Size",Consumer,,
1072,Furniture Corporate,Furniture,Hon Every-Day Series Multi-Task Chairs,Corporate,,
5870,Furniture Consumer,Furniture,"Novimex Executive Leather Armchair, Adjustable",Consumer,,
7322,Furniture Consumer,Furniture,"Deflect-O Light Bulb, Erganomic",Consumer,,
17958,Technology Consumer,Technology,"Cisco Speaker Phone, with Caller ID",Consumer,,
18075,Technology Home Office,Technology,"Motorola Audio Dock, Cordless",Home Office,,
10578,Office Supplies Corporate,Office Supplies,"OIC Push Pins, Bulk Pack",Corporate,,
2557,Furniture Corporate,Furniture,Staples,Corporate,,
886,Furniture Corporate,Furniture,"Rubbermaid Stacking Tray, Erganomic",Corporate,,
4619,Furniture Corporate,Furniture,"Tenex Door Stop, Erganomic",Corporate,,
9427,Furniture Consumer,Furniture,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Consumer,,
9248,Furniture Consumer,Furniture,"Lesro Training Table, Fully Assembled",Consumer,,
8692,Furniture Home Office,Furniture,"Global Leather Task Chair, Black",Home Office,,
4489,Furniture Home Office,Furniture,"Novimex Rocking Chair, Set of Two",Home Office,,
18403,Technology Home Office,Technology,"Enermax Memory Card, Programmable",Home Office,,
11739,Office Supplies Corporate,Office Supplies,"Tenex Shelving, Wire Frame",Corporate,,
4015,Furniture Consumer,Furniture,"Advantus Clock, Durable",Consumer,,
343,Food,Food,"Doritos """"""Ultrasound""""""",A pregnant woman's newborn child shares her husband's fondness for Doritos.,,
17660,Technology Consumer,Technology,"Motorola Headset, Cordless",Consumer,,
17968,Technology Consumer,Technology,"Canon Ink, High-Speed",Consumer,,
5097,Furniture Consumer,Furniture,"Sauder 3-Shelf Cabinet, Metal",Consumer,,
19442,Technology Home Office,Technology,Lexmark MX611dhe Monochrome Laser Printer,Home Office,,
9572,Furniture Corporate,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Corporate,,
9585,Furniture Consumer,Furniture,Eldon Image Series Black Desk Accessories,Consumer,,
4943,Furniture Consumer,Furniture,"Safco Classic Bookcase, Mobile",Consumer,,
16942,Technology Corporate,Technology,"StarTech Phone, Wireless",Corporate,,
17738,Technology Corporate,Technology,Imation 30456 USB Flash Drive 8GB,Corporate,,
11991,Office Supplies Consumer,Office Supplies,"Wilson Jones Hole Reinforcements, Clear",Consumer,,
5108,Furniture Consumer,Furniture,"Safco Floating Shelf Set, Traditional",Consumer,,
4339,Furniture Consumer,Furniture,"Dania Floating Shelf Set, Pine",Consumer,,
6532,Furniture Consumer,Furniture,KI Adjustable-Height Table,Consumer,,
17688,Technology Consumer,Technology,"Belkin Mouse, Bluetooth",Consumer,,
15074,Technology Consumer,Technology,"Sharp Copy Machine, Laser",Consumer,,
18193,Technology Consumer,Technology,"Epson Inkjet, Durable",Consumer,,
903,Furniture Corporate,Furniture,"Dania Stackable Bookrack, Mobile",Corporate,,
16940,Technology Consumer,Technology,"StarTech Calculator, White",Consumer,,
21025,Technology Home Office,Technology,Logitech G700s Rechargeable Gaming Mouse,Home Office,,
7072,Furniture Consumer,Furniture,"Deflect-O Stacking Tray, Erganomic",Consumer,,
4479,Furniture Consumer,Furniture,"Office Star Bag Chairs, Adjustable",Consumer,,
4808,Furniture Corporate,Furniture,"Novimex Bag Chairs, Adjustable",Corporate,,
7515,Furniture Consumer,Furniture,"Lesro Round Table, Fully Assembled",Consumer,,
10388,Office Supplies Consumer,Office Supplies,Avery Metallic Poly Binders,Consumer,,
4430,Furniture Consumer,Furniture,"Harbour Creations Swivel Stool, Red",Consumer,,
13640,Technology Corporate,Technology,"HP Fax Machine, Color",Corporate,,
17168,Technology Home Office,Technology,"Samsung Speaker Phone, Cordless",Home Office,,
17657,Technology Consumer,Technology,"Konica Receipt Printer, Durable",Consumer,,
8892,Furniture Corporate,Furniture,"Bush 3-Shelf Cabinet, Pine",Corporate,,
11079,Office Supplies Corporate,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",Corporate,,
2256,Furniture Home Office,Furniture,"Harbour Creations Bag Chairs, Red",Home Office,,
9793,Furniture Home Office,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Home Office,,
11064,Office Supplies Consumer,Office Supplies,"Ibico Binder, Durable",Consumer,,
9659,Furniture Consumer,Furniture,"Office Star Steel Folding Chair, Red",Consumer,,
15305,Technology Consumer,Technology,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Consumer,,
1088,Furniture Consumer,Furniture,Tensor Computer Mounted Lamp,Consumer,,
20344,Technology Consumer,Technology,"Cisco Headset, Full Size",Consumer,,
13940,Technology Consumer,Technology,"Logitech Router, Programmable",Consumer,,
1661,Furniture Corporate,Furniture,"Novimex Swivel Stool, Set of Two",Corporate,,
21890,Technology Consumer,Technology,"Hewlett Copy Machine, High-Speed",Consumer,,
11711,Office Supplies Consumer,Office Supplies,"Accos Push Pins, Metal",Consumer,,
2330,Furniture Consumer,Furniture,Deflect-o Glass Clear Studded Chair Mats,Consumer,,
3223,Furniture Home Office,Furniture,"Tenex Light Bulb, Erganomic",Home Office,,
4064,Furniture Consumer,Furniture,"Ikea Corner Shelving, Mobile",Consumer,,
17884,Technology Consumer,Technology,Canon PC-428 Personal Copier,Consumer,,
21013,Technology Home Office,Technology,"Konica Receipt Printer, Durable",Home Office,,
11404,Office Supplies Consumer,Office Supplies,"Cameo Clasp Envelope, Recycled",Consumer,,
12071,Sports,Sports,"2018 FIFA World Cup (Telemundo) """"""Telemundo ya prepara su mejor grito gol para Rusia 2018""""""",Andr̩s Cantor lets out his signature goal call over footage from previous FIFA World Cups ending with a mic drop.[162],,
10528,Office Supplies Consumer,Office Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,,
15965,Technology Consumer,Technology,"Cisco Signal Booster, with Caller ID",Consumer,,
3517,Furniture Consumer,Furniture,Bretford CR4500 Series Slim Rectangular Table,Consumer,,
436,Furniture Consumer,Furniture,"Hon Conference Table, Adjustable Height",Consumer,,
3730,Furniture Home Office,Furniture,Staples,Home Office,,
7835,Furniture Consumer,Furniture,"Rubbermaid Door Stop, Black",Consumer,,
6194,Furniture Consumer,Furniture,"Advantus Frame, Duo Pack",Consumer,,
2602,Furniture Home Office,Furniture,"Advantus Photo Frame, Duo Pack",Home Office,,
5537,Furniture Corporate,Furniture,"Advantus Frame, Black",Corporate,,
17457,Technology Consumer,Technology,"Brother Fax and Copier, Laser",Consumer,,
4146,Furniture Home Office,Furniture,"Safco Floating Shelf Set, Metal",Home Office,,
9888,Furniture Consumer,Furniture,"Hon Executive Leather Armchair, Adjustable",Consumer,,
3546,Furniture Consumer,Furniture,"Deflect-O Clock, Erganomic",Consumer,,
579,Furniture Consumer,Furniture,"Dania Classic Bookcase, Metal",Consumer,,
2992,Furniture Home Office,Furniture,"Tenex Stacking Tray, Durable",Home Office,,
9802,Furniture Consumer,Furniture,"Hon Bag Chairs, Adjustable",Consumer,,
991,Furniture Corporate,Furniture,"Bush Floating Shelf Set, Traditional",Corporate,,
22062,Technology Corporate,Technology,"Brother Wireless Fax, Digital",Corporate,,
11768,Office Supplies Corporate,Office Supplies,Tuff Stuff Recycled Round Ring Binders,Corporate,,
5164,Furniture Consumer,Furniture,"Eldon Frame, Durable",Consumer,,
22280,Website,Website,"OnMoney.com""Paper Monster""","A man sits in a room with papers scattered everywhere. The papers gather into the shape of a monster and assault him. He survives by opening his laptop, which sucks the paper monster inside of it.",,
8940,Furniture Home Office,Furniture,"Hon Coffee Table, with Bottom Storage",Home Office,,
14799,Technology Corporate,Technology,"Motorola Audio Dock, Cordless",Corporate,,
7419,Furniture Consumer,Furniture,"Advantus Light Bulb, Durable",Consumer,,
19300,Technology Home Office,Technology,"Canon Ink, High-Speed",Home Office,,
17926,Technology Corporate,Technology,"Enermax Numeric Keypad, Bluetooth",Corporate,,
19956,Technology Corporate,Technology,"Sharp Ink, Color",Corporate,,
1710,Furniture Home Office,Furniture,"Eldon 200 Class Desk Accessories, Black",Home Office,,
20430,Technology Corporate,Technology,"StarTech Phone, Durable",Corporate,,
22015,Technology Consumer,Technology,"Belkin Memory Card, USB",Consumer,,
6671,Furniture Home Office,Furniture,"Tenex Door Stop, Erganomic",Home Office,,
14598,Technology Consumer,Technology,Kingston Digital DataTraveler 16GB USB 2.0,Consumer,,
16327,Technology Corporate,Technology,RCA ViSYS 25423RE1 Corded phone,Corporate,,
4518,Furniture Corporate,Furniture,"Global High-Back Leather Tilter, Burgundy",Corporate,,
5600,Furniture Consumer,Furniture,"Lesro Wood Table, Rectangular",Consumer,,
18259,Technology Corporate,Technology,"Cisco Audio Dock, with Caller ID",Corporate,,
11575,Office Supplies Consumer,Office Supplies,"Wilson Jones Index Tab, Economy",Consumer,,
9496,Furniture Home Office,Furniture,"Bush 3-Shelf Cabinet, Metal",Home Office,,
8028,Furniture Consumer,Furniture,"Novimex Steel Folding Chair, Adjustable",Consumer,,
15986,Technology Consumer,Technology,Logitech G600 MMO Gaming Mouse,Consumer,,
14845,Technology Consumer,Technology,Motorola L703CM,Consumer,,
19355,Technology Consumer,Technology,"SanDisk Mouse, USB",Consumer,,
16188,Technology Home Office,Technology,"Samsung Signal Booster, Cordless",Home Office,,
18511,Technology Consumer,Technology,"Apple Speaker Phone, VoIP",Consumer,,
17188,Technology Consumer,Technology,Canon PC1060 Personal Laser Copier,Consumer,,
15208,Technology Consumer,Technology,"StarTech Printer, Wireless",Consumer,,
13283,Technology Corporate,Technology,Motorola Droid Maxx,Corporate,,
7589,Furniture Consumer,Furniture,"Harbour Creations Bag Chairs, Black",Consumer,,
1180,Furniture Consumer,Furniture,Chromcraft Rectangular Conference Tables,Consumer,,
16011,Technology Consumer,Technology,"Cisco Signal Booster, VoIP",Consumer,,
8522,Furniture Consumer,Furniture,"Sauder Floating Shelf Set, Pine",Consumer,,
5653,Furniture Consumer,Furniture,"Executive Impressions 10"" Spectator Wall Clock",Consumer,,
4154,Furniture Consumer,Furniture,"Dania Library with Doors, Pine",Consumer,,
18206,Technology Corporate,Technology,"Memorex Router, Bluetooth",Corporate,,
13784,Technology Home Office,Technology,"Enermax Memory Card, USB",Home Office,,
14582,Technology Consumer,Technology,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Consumer,,
21362,Technology Home Office,Technology,"Hewlett Personal Copier, High-Speed",Home Office,,
3156,Furniture Corporate,Furniture,"Deflect-O Stacking Tray, Black",Corporate,,
21850,Technology Consumer,Technology,"Panasonic Receipt Printer, White",Consumer,,
13506,Technology Corporate,Technology,"Hewlett Fax and Copier, Color",Corporate,,
19808,Technology Home Office,Technology,"Nokia Audio Dock, VoIP",Home Office,,
10298,Office Supplies Home Office,Office Supplies,SAFCO Boltless Steel Shelving,Home Office,,
7970,Furniture Corporate,Furniture,"Office Star Swivel Stool, Red",Corporate,,
20976,Technology Consumer,Technology,"Enermax Numeric Keypad, USB",Consumer,,
3172,Furniture Corporate,Furniture,"Hon Rocking Chair, Adjustable",Corporate,,
11626,Office Supplies Consumer,Office Supplies,"Stanley Pencil Sharpener, Water Color",Consumer,,
18960,Technology Consumer,Technology,Samsung Galaxy S4,Consumer,,
2288,Furniture Consumer,Furniture,"Hon Rocking Chair, Set of Two",Consumer,,
7306,Furniture Consumer,Furniture,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Consumer,,
8082,Furniture Home Office,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Home Office,,
11682,Office Supplies Home Office,Office Supplies,"Hon Shipping Labels, Adjustable",Home Office,,
15163,Technology Consumer,Technology,"Belkin Flash Drive, Erganomic",Consumer,,
2197,Furniture Consumer,Furniture,"Tenex Light Bulb, Durable",Consumer,,
17144,Technology Consumer,Technology,"Apple Signal Booster, Full Size",Consumer,,
16201,Technology Consumer,Technology,"Samsung Headset, Cordless",Consumer,,
12622,Technology Home Office,Technology,"Enermax Mouse, Bluetooth",Home Office,,
18878,Technology Consumer,Technology,"Cisco Headset, with Caller ID",Consumer,,
3266,Furniture Corporate,Furniture,"Hon Steel Folding Chair, Black",Corporate,,
6956,Furniture Home Office,Furniture,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Home Office,,
11791,Office Supplies Corporate,Office Supplies,"SanDisk Parchment Paper, Multicolor",Corporate,,
13571,Technology Consumer,Technology,"Enermax Numeric Keypad, Erganomic",Consumer,,
995,Furniture Consumer,Furniture,"Novimex Steel Folding Chair, Red",Consumer,,
